mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
woody,men,musky,311,"['fig wood bark', 'tea', 'cypress leaf', 'olive', 'musk', 'tonka bean', 'bourbon vetiver', 'teak wood']",aromatic,"Accords: woody, aromatic, sweet. Notes: fig wood bark, tea, cypress leaf, olive, musk, tonka bean, bourbon vetiver, teak wood. Profile: It smells like a fruit stand next to cypress trees, with something sweet and earthy lurking in the background..","4,23",2001.0,fruity,trussardi,18424,python-uomo,sweet,"It smells like a fruit stand next to cypress trees, with something sweet and earthy lurking in the background.",https://www.fragrantica.com/perfume/trussardi/python-uomo-2158.html
woody,men,aquatic,3964,"['mineral notes', 'violet leaf', 'salt', 'ginger', 'sage', 'woody notes', 'vetiver']",mineral,"Accords: woody, mineral, ozonic. Notes: mineral notes, violet leaf, salt, ginger, sage, woody notes, vetiver. Profile: It smells like a spice market at dawn — earthy and slightly salty, with something sweet and woody underneath..","4,23",2019.0,aromatic,valentino,18425,valentino-uomo-born-in-roma,ozonic,"It smells like a spice market at dawn — earthy and slightly salty, with something sweet and woody underneath.",https://www.fragrantica.com/perfume/valentino/valentino-uomo-born-in-roma-55963.html
aromatic,men,amber,173,"['bergamot', 'sage', 'ambergris']",citrus,"Accords: aromatic, citrus, herbal. Notes: bergamot, sage, ambergris. Profile: It smells like bergamot and sage at first, then settles into something earthy and slightly sweet..","4,23",2023.0,fresh spicy,valentino,18426,valentino-uomo-born-in-roma-rockstud-noir,herbal,"It smells like bergamot and sage at first, then settles into something earthy and slightly sweet.",https://www.fragrantica.com/perfume/valentino/valentino-uomo-born-in-roma-rockstud-noir-84445.html
white floral,women,aromatic,31,"['bergamot', 'cassia', 'black currant', 'jasmine', 'aldehydes', 'ylang-ylang', 'narcissus', 'tuberose', 'rose', 'musk', 'vanilla', 'vetiver', 'sandalwood', 'cedar']",yellow floral,"Accords: white floral, yellow floral, woody. Notes: bergamot, cassia, black currant, jasmine, aldehydes, ylang-ylang, narcissus, tuberose. Profile: It smells like a perfumer's closet at dawn — sweet citrus peel and white flowers mixed with powdery resin, then softened by something earthy and woody..","4,23",2004.0,aldehydic,van-cleef-arpels,18427,first-jasmin-de-chine,woody,"It smells like a perfumer's closet at dawn — sweet citrus peel and white flowers mixed with powdery resin, then softened by something earthy and woody.",https://www.fragrantica.com/perfume/van-cleef-arpels/first-jasmin-de-chine-5303.html
fruity,women,vanilla,52,"['passionfruit', 'raspberry', 'pink pepper', 'pear', 'litchi', 'poppy', 'jasmine', 'plum', 'lily', 'vanilla', 'white amber', 'sandalwood', 'musk', 'cedar']",sweet,"Accords: fruity, sweet, tropical. Notes: passionfruit, raspberry, pink pepper, pear, litchi, poppy, jasmine, plum. Profile: It smells like ripe pear and sweet raspberries at first, then white flowers and powdery amber, finishing with a soft woody base..","4,23",2012.0,fresh,victoria-s-secret,18428,bombshell-diamonds-edp,tropical,"It smells like ripe pear and sweet raspberries at first, then white flowers and powdery amber, finishing with a soft woody base.",https://www.fragrantica.com/perfume/victoria-s-secret/bombshell-diamonds-edp-17061.html
citrus,women,aromatic,44,"['grapefruit', 'black currant', 'lily-of-the-valley', 'flowers', 'pine', 'woodsy notes']",woody,"Accords: citrus, woody, floral. Notes: grapefruit, black currant, lily-of-the-valley, flowers, pine, woodsy notes. Profile: It smells like ripe peaches and black currants at first, then white flowers and woody notes, finishing with a soft, slightly earthy base..","4,23",2020.0,fruity,victoria-s-secret,18429,bombshell-paradise-eau-de-parfum,floral,"It smells like ripe peaches and black currants at first, then white flowers and woody notes, finishing with a soft, slightly earthy base.",https://www.fragrantica.com/perfume/victoria-s-secret/bombshell-paradise-eau-de-parfum-60706.html
fruity,women,powdery,1285,"['nectarine', 'pear', 'red berries', 'red apple', 'pineapple', 'citruses', 'bergamot', 'vanilla', 'blackberry', 'plum', 'orchid', 'jasmine', 'cassis', 'cyclamen', 'lily-of-the-valley', 'amber', 'tonka bean', 'musk', 'woodsy notes']",sweet,"Accords: fruity, sweet, fresh. Notes: nectarine, pear, red berries, red apple, pineapple, citruses, bergamot, vanilla. Profile: It smells like ripe pear and red berries at first, then white flowers with a hint of powdery sweetness, finishing with something earthy and slightly sweet..","4,23",2008.0,vanilla,victoria-s-secret,18430,sexy-little-things-noir,fresh,"It smells like ripe pear and red berries at first, then white flowers with a hint of powdery sweetness, finishing with something earthy and slightly sweet.",https://www.fragrantica.com/perfume/victoria-s-secret/sexy-little-things-noir-5359.html
fresh,men,woody,62,"['ice', 'bergamot', 'blue sage', 'cedar needles']",aromatic,"Accords: fresh, aromatic, citrus. Notes: ice, bergamot, blue sage, cedar needles. Profile: It smells like ice cubes and bergamot at first, then white flowers with a hint of cedar needles..","4,23",2021.0,herbal,victoria-s-secret,18431,vs-him-deepwater,citrus,"It smells like ice cubes and bergamot at first, then white flowers with a hint of cedar needles.",https://www.fragrantica.com/perfume/victoria-s-secret/vs-him-deepwater-67840.html
warm spicy,unisex,balsamic,1372,"['elemi resin', 'white wine', 'artemisia', 'bergamot', 'cardamom', 'cinnamon', 'carnation', 'iris', 'incense', 'woodsy notes', 'amber', 'honey']",aromatic,"Accords: warm spicy, aromatic, amber. Notes: elemi resin, white wine, artemisia, bergamot, cardamom, cinnamon, carnation, iris. Profile: It smells like a spice cabinet left open in an old church — white flowers mixed with powdery spices, and something faintly sweet and honeyed lingers in the background..","4,23",2015.0,woody,xerjoff,18432,xj-1861-zefiro,amber,"It smells like a spice cabinet left open in an old church — white flowers mixed with powdery spices, and something faintly sweet and honeyed lingers in the background.",https://www.fragrantica.com/perfume/xerjoff/xj-1861-zefiro-30530.html
fresh spicy,men,woody,90,"['ginger', 'bergamot', 'lemon', 'spices', 'violet leaf', 'white pepper', 'basil', 'tonka bean', 'tahitian vetiver', 'cedar']",aromatic,"Accords: fresh spicy, aromatic, warm spicy. Notes: ginger, bergamot, lemon, spices, violet leaf, white pepper, basil, tonka bean. Profile: It smells like a spice market at dawn — citrus peel mixed with powdery white flowers, then softens into something earthy and slightly woody..","4,23",2008.0,citrus,yves-saint-laurent,18433,l-homme-yves-saint-laurent-design-by-jean-nouvel,warm spicy,"It smells like a spice market at dawn — citrus peel mixed with powdery white flowers, then softens into something earthy and slightly woody.",https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-yves-saint-laurent-design-by-jean-nouvel-2739.html
citrus,women,floral,324,"['ginger', 'tangerine', 'mandarin orange', 'citruses', 'magnolia', 'jasmine', 'myrhh', 'patchouli', 'vanilla', 'musk']",warm spicy,"Accords: citrus, warm spicy, amber. Notes: ginger, tangerine, mandarin orange, citruses, magnolia, jasmine, myrhh, patchouli. Profile: It smells like a spice market at dawn — sweet citrus peel mixed with white flowers, then settling into something soft and slightly powdery..","4,23",2008.0,sweet,yves-saint-laurent,18434,opium-poesie-de-chine-pour-femme,amber,"It smells like a spice market at dawn — sweet citrus peel mixed with white flowers, then settling into something soft and slightly powdery.",https://www.fragrantica.com/perfume/yves-saint-laurent/opium-poesie-de-chine-pour-femme-2692.html
floral,women,woody,57,"['hyacinth', 'bergamot', 'geranium', 'hawthorn', 'violet', 'rose', 'mimosa', 'lily', 'orange blossom', 'vetiver', 'sandalwood', 'musk']",powdery,"Accords: floral, powdery, fresh spicy. Notes: hyacinth, bergamot, geranium, hawthorn, violet, rose, mimosa, lily. Profile: It smells like a flower shop at dawn — hyacinth and roses mixed with white flowers, then softens into something earthy and slightly woody..","4,23",2002.0,rose,yves-saint-laurent,18435,paris-eau-de-printemps-limited-edition-2002,fresh spicy,"It smells like a flower shop at dawn — hyacinth and roses mixed with white flowers, then softens into something earthy and slightly woody.",https://www.fragrantica.com/perfume/yves-saint-laurent/paris-eau-de-printemps-limited-edition-2002-4211.html
sweet,men,amber,82,"['mandarin orange', 'artemisia', 'cardamom', 'saffron', 'orange blossom', 'ylang-ylang', 'mahonial', 'immortelle', 'tonka bean', 'solar notes', 'musk', 'benzoin']",citrus,"Accords: sweet, citrus, white floral. Notes: mandarin orange, artemisia, cardamom, saffron, orange blossom, ylang-ylang, mahonial, immortelle. Profile: It smells like orange peel and cardamom at first, then saffron and vanilla, with a warm, slightly earthy base..","4,23",2023.0,warm spicy,zara,18436,surfing-puerto-escondido,white floral,"It smells like orange peel and cardamom at first, then saffron and vanilla, with a warm, slightly earthy base.",https://www.fragrantica.com/perfume/zara/surfing-puerto-escondido-80489.html
citrus,men,aromatic,69,"['bergamot', 'lemon', 'leather', 'bamboo', 'patchouli']",woody,"Accords: citrus, woody, leather. Notes: bergamot, lemon, leather, bamboo, patchouli. Profile: It smells like a leather jacket left in an old wooden shed, with something earthy and slightly leathery underneath..","4,23",2017.0,patchouli,zara,18437,zara-night-pour-homme-iv,leather,"It smells like a leather jacket left in an old wooden shed, with something earthy and slightly leathery underneath.",https://www.fragrantica.com/perfume/zara/zara-night-pour-homme-iv-47919.html
vanilla,women,powdery,78,"['coconut milk', 'peach', 'caramel', 'vanilla', 'sandalwood', 'heliotrope']",caramel,"Accords: vanilla, caramel, sweet. Notes: coconut milk, peach, caramel, vanilla, sandalwood, heliotrope. Profile: It smells like a candy bar at dawn — sweet peach and caramel mixed with creamy vanilla, then softened by warm vanilla and heliotrope..","4,23",2015.0,coconut,zara,18438,creme-brulee,sweet,"It smells like a candy bar at dawn — sweet peach and caramel mixed with creamy vanilla, then softened by warm vanilla and heliotrope.",https://www.fragrantica.com/perfume/zara/creme-brulee-35074.html
woody,men,vanilla,232,"['lavender', 'cinnamon', 'musk', 'cedarwood', 'white flowers', 'woody notes', 'vanilla', 'amber']",lavender,"Accords: woody, lavender, powdery. Notes: lavender, cinnamon, musk, cedarwood, white flowers, woody notes, vanilla, amber. Profile: It smells like sweet lavender and cinnamon at first, then soft vanilla and woody notes, finishing with a warm, slightly powdery base..","4,23",2023.0,musky,zara,18439,wo-01-somewoody,powdery,"It smells like sweet lavender and cinnamon at first, then soft vanilla and woody notes, finishing with a warm, slightly powdery base.",https://www.fragrantica.com/perfume/zara/wo-01-somewoody-87740.html
leather,women,green,121,"['aldehydes', 'green notes', 'spices', 'citruses', 'narcissus', 'orris root', 'gardenia', 'jasmine', 'rose', 'lily-of-the-valley', 'oak moss', 'leather', 'castoreum', 'patchouli', 'amber', 'vetiver']",earthy,"Accords: leather, earthy, woody. Notes: aldehydes, green notes, spices, citruses, narcissus, orris root, gardenia, jasmine. Profile: It smells like a garden shed left open in the middle of summer, where white flowers grow on mossy soil, with something earthy and slightly powdery underneath..","4,23",1967.0,white floral,shiseido,18440,koto,woody,"It smells like a garden shed left open in the middle of summer, where white flowers grow on mossy soil, with something earthy and slightly powdery underneath.",https://www.fragrantica.com/perfume/shiseido/koto-12019.html
aromatic,men,citrus,75,"['juniper berries', 'galbanum', 'green notes', 'bergamot', 'lemon', 'peach', 'pine tree', 'jasmine', 'cedar', 'thyme', 'clary sage', 'mint', 'oakmoss', 'musk', 'amber', 'tonka bean', 'vanilla']",woody,"Accords: aromatic, woody, green. Notes: juniper berries, galbanum, green notes, bergamot, lemon, peach, pine tree, jasmine. Profile: It smells like ripe peaches and citrus peel at first, then white flowers and mint, finishing with a powdery base of vanilla and soft wood..","4,23",1978.0,fresh spicy,shiseido,18441,tactics,green,"It smells like ripe peaches and citrus peel at first, then white flowers and mint, finishing with a powdery base of vanilla and soft wood.",https://www.fragrantica.com/perfume/shiseido/tactics-18816.html
warm spicy,men,cinnamon,65,"['blood orange', 'black cardamom', 'lemon leaf', 'cinnamon', 'guarana', 'clary sage', 'amber', 'labdanum', 'cedar']",citrus,"Accords: warm spicy, citrus, amber. Notes: blood orange, black cardamom, lemon leaf, cinnamon, guarana, clary sage, amber, labdanum. Profile: It smells like citrus peel and cardamom at first, then sweet vanilla and powdery guarana, finishing with a hint of earthy wood..","4,23",2021.0,aromatic,oriflame,18442,ascendant-intense,amber,"It smells like citrus peel and cardamom at first, then sweet vanilla and powdery guarana, finishing with a hint of earthy wood.",https://www.fragrantica.com/perfume/oriflame/ascendant-intense-70988.html
sweet,men,woody,35,"['pineapple', 'passionfruit', 'guava', 'cinnamon', 'orange blossom', 'geranium', 'guaiac wood', 'praline', 'cedarwood']",fruity,"Accords: sweet, fruity, tropical. Notes: pineapple, passionfruit, guava, cinnamon, orange blossom, geranium, guaiac wood, praline. Profile: It smells like a fruit stand next to an apple orchard, where citrus blossoms are ripe and sweet, then settles into something earthy and slightly woody..","4,23",2023.0,cinnamon,oriflame,18443,greater,tropical,"It smells like a fruit stand next to an apple orchard, where citrus blossoms are ripe and sweet, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/oriflame/greater-87136.html
woody,women,sweet,30,"['pomegranate', 'pitahaya', 'guava', 'orchid', 'orange blossom', 'jasmine', 'white woods', 'cashmere wood', 'moss']",white floral,"Accords: woody, white floral, floral. Notes: pomegranate, pitahaya, guava, orchid, orange blossom, jasmine, white woods, cashmere wood. Profile: It smells like pomegranate juice and citrus peel at first, then white flowers with a hint of jasmine underneath..","4,23",2009.0,fruity,oriflame,18444,visions-v-love-story,floral,"It smells like pomegranate juice and citrus peel at first, then white flowers with a hint of jasmine underneath.",https://www.fragrantica.com/perfume/oriflame/visions-v-love-story-26995.html
