all_notes,target_description
"['aldehydes', 'narcissus', 'jasmine', 'lily-of-the-valley', 'iris', 'lilac', 'rose', 'tuberose', 'vetyver', 'musk', 'sandalwood', 'tonka bean', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pear', 'aldehydes', 'suede', 'ginger', 'black pepper', 'daim', 'tonka bean', 'vetiver', 'musk']","It smells like pears, ginger, and black pepper at first, then warm resin and dry wood, finishing with skin and clean laundry."
"['ginger', 'lily-of-the-valley', 'peony', 'musk', 'woody notes']","It smells like warm spices, fresh ginger, and lily-of-the-valley flowers, with a subtle musk and woody notes in the background."
"['iris', 'raspberry', 'vanilla']","It smells like sweet vanilla, followed by the tartness of raspberries, and ending with a subtle hint of dry earth."
"['green apple', 'peony', 'jasmine', 'musk', 'white cedar extract']","It smells like a crisp green apple and fresh peony, with a subtle hint of warm skin and dry wood."
"['watery notes', 'ice', 'sage', 'lime', 'cardamom', 'artemisia', 'lavender', 'bourbon geranium', 'cedar', 'pepper', 'mountain air', 'musk', 'oakmoss', 'cedar', 'cashmeran', 'sandalwood', 'amber']","It smells like a blend of citrus and floral notes, followed by a warm resin and slightly sweet plastic, with a dry wood and pencil shavings dry down."
"['litchi', 'granny smith apple', 'mandarin orange', 'peony', 'rose', 'jasmine', 'musk', 'sandalwood']","It smells like a sweet and tangy litchi, followed by the crisp freshness of a granny smith apple, and finishing with the subtle warmth of dry wood and skin."
"['lemon', 'ice', 'ginger', 'green tea', 'ice', 'musk', 'woodsy notes']","It smells like a refreshing blend of citrusy lemon and cool ice, with subtle hints of spicy ginger and smooth green tea."
"['mountain air', 'bergamot blossom', 'green accord', 'freesia', 'peony', 'aldehydes', 'powdery notes', 'musk', 'cashmere wood', 'white amber']","It smells like mountain air, bergamot blossom, and green accord, with powdery notes and musk."
"['aquozone', 'bergamot', 'lavender', 'sage', 'patchouli', 'red wine', 'hivernal®', 'sandalwood', 'musk', 'oak', 'amber']","It smells like a combination of warm resin, tree sap, and slightly sweet plastic, with notes of damp soil and dry wood."
"['litchi', 'water notes', 'mandarin orange', 'peony', 'rose', 'lily', 'musk', 'cedar']","It smells like mandarin orange and litchi at first, then lily and peony florals emerge, followed by a subtle musk and dry cedar wood."
"['litchi', 'neroli', 'ivy', 'peony', 'pink jasmine', 'mango', 'cassis', 'musk', 'tonka bean']","It smells like sweet litchi and juicy mango at first, then warm resin and slightly sweet plastic, finishing with dry wood and fabric."
"['amalfi lemon', 'granny smith apple', 'lily-of-the-valley', 'tea', 'peach', 'jasmine', 'virginia cedar', 'musk', 'amber']","It smells like a combination of sweet tea and juicy peach, with subtle hints of warm resin and skin."
"['apple', 'citruses', 'rose', 'orchid', 'ivy', 'woody notes']","It smells like crisp apple and citrusy freshness, with subtle hints of rose and dry wood."
"['mint', 'mojito', 'amalfi lemon', 'water notes', 'jasmine', 'peony', 'pink pepper', 'virginia cedar', 'french labdanum']","It smells like a refreshing blend of mint and citrus, with subtle hints of warm resin and dry wood."
"['water notes', 'red apple', 'freesia', 'jasmine', 'lily-of-the-valley', 'mimosa', 'musk', 'ylang-ylang', 'sandalwood']","It smells like red apple and freesia at first, then settles into warm resin and dry wood."
"['watery notes', 'water lily', 'lily-of-the-valley', 'peony', 'cyclamen', 'pear', 'musk']","It smells like a combination of watery notes, followed by the sweetness of a ripe pear, and finishing with a subtle hint of skin and clean laundry."
"['ice', 'tangerine', 'basil', 'juniper berries', 'mountain air', 'mint', 'aquozone', 'oakmoss', 'pine tree', 'cedar']","It smells like citrus peel, warm resin, and dry wood."
"['grass', 'mandarin orange', 'rose', 'violet', 'lilac', 'lily-of-the-valley', 'lily', 'musk', 'sandalwood']","It smells like a sweet blend of freshly cut grass and mandarin orange, with subtle hints of dry wood and skin."
"['watery notes', 'lemon verbena', 'pink pepper', 'violet', 'aldehydes', 'basil', 'vetiver', 'cashmeran', 'musk', 'amber', 'leather']","It smells like citrus peel and light florals at first, then shifts into damp soil, warm resin, and dry wood."
"['ivy', 'cassis', 'jasmine', 'ylang-ylang', 'peony', 'vanilla', 'musk', 'tonka bean', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['calone', 'green notes', 'tiare flower', 'sage', 'rose', 'labdanum', 'immortelle', 'white musk', 'cashmeran', 'sandalwood']","It smells like dry wood, slightly sweet plastic, and skin."
"['kumquat', 'bergamot', 'watermelon', 'peony', 'violet', 'lily-of-the-valley', 'gardenia', 'musk', 'white woods', 'sandalwood', 'patchouli']","It smells like sweet watermelon and bergamot at first, then dry wood and skin, finishing with a hint of wet leaves."
"['water notes', 'mountain air', 'amalfi lemon', 'green notes', 'ivy', 'pear', 'red poppy', 'lily-of-the-valley', 'jasmine', 'freesia', 'peony', 'musk', 'sandalwood', 'amber']","It smells like a combination of citrus peel, green notes, and amalfi lemon at first, then it shifts into warm resin and slightly sweet plastic."
"['litchi', 'kumquat', 'fig leaf', 'ginger', 'tuberose', 'osmanthus', 'vanilla', 'palisander rosewood', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['ice', 'bergamot', 'salt', 'sage', 'oak']","It smells like a combination of citrusy ice and sweet bergamot, with a subtle hint of dry oak and a touch of sage's earthy undertones."
"['ivy', 'citruses', 'pear', 'iris flower', 'lily', 'rose petals', 'musk', 'amber', 'amyris', 'woodsy notes']","It smells like a sweet mix of pear and citrus, with subtle hints of iris flower and musk."
"['tea', 'coriander', 'cardamom', 'bergamot', 'lemon', 'peony', 'jasmine', 'neroli', 'tonka bean', 'sandalwood', 'vanilla']","It smells like warm tea, bergamot, and lemon at first, then settles into dry wood and slightly sweet vanilla."
"['red currant', 'rhubarb', 'mock orange', 'pink peony', 'red peony', 'peony', 'jasmine', 'mimosa', 'musk', 'iris', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['litchi', 'bergamot', 'orange blossom', 'peony', 'red apple', 'red rose', 'lily-of-the-valley', 'white musk', 'vetiver', 'sandalwood']","It smells like a sweet combination of orange blossom and peony at first, then red apple and lily-of-the-valley, finishing with dry wood and skin."
"['amalfi lemon', 'melon', 'granny smith apple', 'pear', 'lotus', 'freesia', 'lily-of-the-valley', 'violet', 'virginia cedar', 'amber', 'musk']","It smells like a sweet and tangy mix of citrus peel, fresh melon, and crisp Granny Smith apple, with subtle hints of warm resin and dry wood."
"['green apple', 'bergamot', 'ginger', 'water lily', 'peony', 'jasmine', 'musk', 'cedar', 'amber']","It smells like a sweet green apple with a hint of warm resin and slightly sweet plastic, followed by a subtle dry wood and fabric."
"['watery notes', 'citruses', 'ice', 'spicy notes', 'australian sandalwood']","It smells like citrus peel, ice, and spicy notes at first, then dry wood and Australian sandalwood."
"['african violet', 'parma violet', 'fig leaf', 'peony', 'cassis', 'raspberry', 'orchid', 'cedar', 'vanilla']","It smells like sweet vanilla, followed by the subtle scent of fig leaves and a hint of dry wood."
"['mountain air', 'lemon zest', 'bergamot', 'water lily', 'gardenia', 'jasmine', 'solar notes', 'musk', 'white amber', 'cashmere wood']","It smells like mountain air, fresh lemon zest, and warm bergamot, with subtle notes of water lily and gardenia, followed by a dry down of musk, cashmere wood, and a hint of solar notes."
"['citruses', 'passionfruit', 'vanilla orchid', 'peony', 'pine tree']","It smells like citrus peel, warm vanilla, and sweet passionfruit at first, then settles into dry wood and fresh pine."
"['pear', 'litchi', 'citruses', 'pineapple', 'lily-of-the-valley', 'mimosa', 'magnolia', 'vanilla', 'musk']","It smells like ripe pear and sweet vanilla at first, then warm resin and slightly sweet plastic, finishing with skin and fabric."
"['green apple', 'water notes', 'lemon', 'wild orchid', 'jasmine', 'magnolia', 'vanilla', 'sandalwood', 'amber']",It smells like a sweet and tangy green apple with hints of warm resin and dry wood.
"['pear', 'lemon', 'red berries', 'water lily', 'jasmine', 'violet', 'musk', 'cedar', 'amber']","It smells like sweet citrus and floral petals at first, then a hint of warm resin and slightly sweet plastic, finishing with a dry wood and skin note."
"['lemon', 'lime', 'green apple', 'praline', 'peony', 'datura', 'apple blossom', 'white cedar extract', 'musk']","It smells like a sweet and tangy green apple, followed by a subtle hint of warm resin and dry wood."
"['aldehydes', 'pink pepper', 'rose', 'violet', 'peony', 'orange', 'musk', 'woody notes']","It smells like pink pepper and rose at first, then orange and musk emerge, with a dry woody base."
"['pink pepper', 'peony', 'litchi', 'musk', 'cedar', 'ambergris']","It smells like sweet litchi and floral peony at first, then warm musk and dry cedar take over."
"['water notes', 'kiwi', 'citruses', 'red berries', 'green notes', 'lavender', 'artemisia', 'tarragon', 'nutmeg', 'suede', 'black tea', 'woodsy notes']","It smells like citrus peel, green notes, and kiwi at first, then dries down to warm resin and dry wood."
"['peony', 'ivy', 'mandarin orange', 'cyclamen', 'jasmine', 'lily-of-the-valley', 'driftwood', 'white musk']","It smells like a sweet mandarin orange, followed by the delicate petals of lily-of-the-valley and the subtle, skin-like warmth of white musk."
"['cranberry', 'white tea', 'citruses', 'peony', 'jasmine', 'hedione', 'patchouli', 'white musk']","It smells like a sweet and tangy mix of cranberry and citrus, with a subtle hint of wet leaves and dry wood."
"['water notes', 'citruses', 'pink pepper', 'mountain air', 'edelweiss', 'white violet', 'cedar', 'musk', 'amber']","It smells like a combination of fresh water, citrus peel, and pink pepper at first, then dries down to a warm resin and slightly sweet plastic, with a hint of dry wood and skin."
"['melon', 'lily-of-the-valley', 'orris']","It smells like sweet melon and fresh lily-of-the-valley at first, then dries down to warm resin and dry wood."
"['cascalone', 'hedione', 'neroli', 'sicilian bergamot', 'orange blossom', 'jasmine', 'musk', 'balsam fir', 'atlas cedar', 'heliotrope']","It smells like sweet orange blossom and fresh neroli at first, then musk and warm skin emerge, finishing with a dry, woody scent like balsam fir."
"['grass', 'black currant', 'lily-of-the-valley', 'sweet pea', 'apple', 'musk', 'carnation']","It smells like a sweet mix of fresh grass and apple, with subtle hints of warm resin and dry wood."
"['ice cream', 'ozonic notes', 'vodka', 'birch', 'fir', 'snowdrops', 'lily-of-the-valley', 'white flowers', 'snow', 'ice', 'linen']","It smells like cold ice cream, fresh snow, and white flowers."
"['lemon', 'aldehydes', 'orange', 'tangerine', 'peony', 'cyclamen', 'rose', 'amber', 'sandalwood']","It smells like citrus peel, warm resin, and dry wood."
"['wisteria', 'longan berries', 'musk']","It smells like sweet wisteria, followed by a burst of juicy longan berries, and finishing with a sensual skin-like musk."
"['pear', 'mandarin orange', 'blackberry', 'water notes', 'lily-of-the-valley', 'peony', 'orchid', 'rose', 'jasmine', 'musk']","It smells like sweet pears and ripe mandarins at first, then subtle water notes and lily-of-the-valley florals emerge, finishing with a soft musk and gentle rose."
"['lemon', 'passionfruit', 'blackberry', 'lily-of-the-valley', 'taif rose', 'parma violet', 'palisander rosewood', 'musk', 'patchouli']","It smells like sweet citrus and floral hints at first, then warm resin and slightly sweet plastic, finishing with a dry wood and fabric dryness."
"['litchi', 'mandarin orange', 'raspberry leaf', 'bergamot', 'peony', 'lily-of-the-valley', 'gardenia', 'jasmine sambac', 'accord eudora®', 'sandalwood', 'vanilla', 'musk', 'patchouli']","It smells like a sweet and tangy combination of citrus peel and ripe mandarin oranges, with subtle notes of damp soil and dry wood lingering in the background."
"['green apple', 'bitter orange', 'neroli', 'cyclamen', 'rosemary', 'thyme', 'cedar', 'tonka bean', 'vanilla']","It smells like a mix of green apple and bitter orange, with hints of dry wood and slightly sweet plastic."
"['green apple', 'cassis', 'peony', 'jasmine', 'white musk', 'benzoin']","It smells like green apple and jasmine at first, then it shifts into warm resin and dry wood."
"['grass', 'lemon', 'wild rose', 'wildflowers', 'pear', 'tonka bean', 'cedar']","It smells like a mix of citrusy lemon and sweet wild rose, with a subtle hint of dry wood and earthy cedar."
"['peony', 'passionfruit', 'ginger', 'violet', 'musk']","It smells like sweet passionfruit and juicy peony at first, then warm ginger and dry violet emerge, finishing with a subtle skin-like musk."
"['ice', 'bergamot', 'blue sage', 'cedar needles']","It smells like a combination of icy air, citrusy bergamot, and dry blue sage, with a subtle hint of warm cedar needles."
"['bergamot', 'melon', 'black currant', 'peony', 'jasmine', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'amber', 'musk']","It smells like a sweet and fruity combination of bergamot and melon, with a subtle hint of warm resin and dry wood."
"['guava', 'peony', 'palm leaf', 'palm tree']","It smells like sweet guava, followed by a subtle hint of damp peony petals and a dry, earthy palm leaf."
"['pear', 'citruses', 'bergamot', 'ginger', 'tea', 'floral notes', 'rhubarb', 'fennel', 'musk', 'sandalwood']","It smells like a sweet and tangy pear, with hints of citrusy bergamot and a subtle musky undertone."
"['lemon', 'green apple', 'violet leaf', 'peony', 'lily-of-the-valley', 'jasmine', 'white musk', 'cedar']","It smells like bright citrus, sweet green apple, and a hint of damp earth."
"['watery notes', 'bergamot', 'peach', 'ivy', 'jasmine', 'bellflower', 'peony', 'white musk', 'moss']","It smells like a combination of fresh peach and jasmine, with hints of moss and white musk."
"['melon', 'lily-of-the-valley', 'orris root']","It smells like sweet melon and fresh lily-of-the-valley at first, then settles into a warm, slightly sweet plastic and dry wood."
"['mountain air', 'melon', 'jasmine', 'orange blossom', 'vanilla', 'musk', 'sandalwood']","It smells like mountain air, with notes of melon and orange blossom, and a subtle dry wood undertone."
"['grapefruit blossom', 'green tea', 'pink pepper', 'peony', 'rose', 'lily-of-the-valley', 'vanilla', 'cedar', 'musk']","It smells like a sweet and tangy grapefruit blossom, followed by a subtle hint of green tea, and finishing with a smooth vanilla and a dry wood note."
"['nectarine', 'italian lemon', 'orange blossom', 'peony', 'tonka bean', 'sandalwood', 'musk']","It smells like sweet peony and juicy nectarine at first, then warm resin and dry wood, finishing with a subtle hint of skin and fabric."
