all_notes,target_description
"['litchi', 'neroli', 'ivy', 'peony', 'pink jasmine', 'mango', 'cassis', 'musk', 'tonka bean']","It smells like sweet and juicy mango, followed by a floral hint of soap and shampoo, and finishing with a dry, woody scent of sawdust and pencil shavings."
"['amalfi lemon', 'granny smith apple', 'lily-of-the-valley', 'tea', 'peach', 'jasmine', 'virginia cedar', 'musk', 'amber']","It smells like citrus peel, sweet peach, and fresh cut grass at first, then musk and skin."
"['apple', 'citruses', 'rose', 'orchid', 'ivy', 'woody notes']","It smells like sweet citrus and soap at first, then fresh ivy and sawdust."
"['mint', 'mojito', 'amalfi lemon', 'water notes', 'jasmine', 'peony', 'pink pepper', 'virginia cedar', 'french labdanum']","It smells like minty freshness, followed by a sweet and tangy lemony note, and finally, a subtle hint of sawdust and dry wood."
"['water notes', 'red apple', 'freesia', 'jasmine', 'lily-of-the-valley', 'mimosa', 'musk', 'ylang-ylang', 'sandalwood']","It smells like fresh water, red apple, and soap, with notes of crushed leaves and pencil shavings."
"['watery notes', 'water lily', 'lily-of-the-valley', 'peony', 'cyclamen', 'pear', 'musk']","It smells like fresh flowers, wet soil, and clean laundry."
"['ice', 'tangerine', 'basil', 'juniper berries', 'mountain air', 'mint', 'aquozone', 'oakmoss', 'pine tree', 'cedar']","It smells like citrus peel and soap at first, then juniper berries, mint, and sawdust."
"['grass', 'mandarin orange', 'rose', 'violet', 'lilac', 'lily-of-the-valley', 'lily', 'musk', 'sandalwood']","It smells like a mix of citrus and flowers at first, then it gets sweeter like sugar and caramel, with a dry wood and glue undertone."
"['watery notes', 'lemon verbena', 'pink pepper', 'violet', 'aldehydes', 'basil', 'vetiver', 'cashmeran', 'musk', 'amber', 'leather']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['ivy', 'cassis', 'jasmine', 'ylang-ylang', 'peony', 'vanilla', 'musk', 'tonka bean', 'amber']","It smells like soap, crushed leaves, and warm plastic at first, then sweet vanilla and skin."
"['calone', 'green notes', 'tiare flower', 'sage', 'rose', 'labdanum', 'immortelle', 'white musk', 'cashmeran', 'sandalwood']","It smells like rose and soap at first, then green notes, and finally, a sweet blend of sugar and caramel."
"['kumquat', 'bergamot', 'watermelon', 'peony', 'violet', 'lily-of-the-valley', 'gardenia', 'musk', 'white woods', 'sandalwood', 'patchouli']","It smells like citrus peel and soap at first, then rubber, wet leaves, and sawdust."
"['water notes', 'mountain air', 'amalfi lemon', 'green notes', 'ivy', 'pear', 'red poppy', 'lily-of-the-valley', 'jasmine', 'freesia', 'peony', 'musk', 'sandalwood', 'amber']","It smells like citrus peel and soap at first, then warm plastic, sawdust, and a hint of skin."
"['litchi', 'kumquat', 'fig leaf', 'ginger', 'tuberose', 'osmanthus', 'vanilla', 'palisander rosewood', 'amber']","It smells like sweet, juicy kumquat and warm vanilla at first, then it becomes a blend of dry ginger and sawdust, with a hint of smoky resin."
"['ice', 'bergamot', 'salt', 'sage', 'oak']","It smells like citrus and soap at first, then sweet and smoky, with a dry woody undertone."
"['ivy', 'citruses', 'pear', 'iris flower', 'lily', 'rose petals', 'musk', 'amber', 'amyris', 'woodsy notes']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['tea', 'coriander', 'cardamom', 'bergamot', 'lemon', 'peony', 'jasmine', 'neroli', 'tonka bean', 'sandalwood', 'vanilla']","It smells like citrus peel, sugar, and soap at first, then warm vanilla and sawdust."
"['red currant', 'rhubarb', 'mock orange', 'pink peony', 'red peony', 'peony', 'jasmine', 'mimosa', 'musk', 'iris', 'amber']","It smells like sweet red fruit, warm skin, and dry grass."
"['litchi', 'bergamot', 'orange blossom', 'peony', 'red apple', 'red rose', 'lily-of-the-valley', 'white musk', 'vetiver', 'sandalwood']","It smells like citrus peel and soap at first, then damp soil and sweet caramel."
"['amalfi lemon', 'melon', 'granny smith apple', 'pear', 'lotus', 'freesia', 'lily-of-the-valley', 'violet', 'virginia cedar', 'amber', 'musk']","It smells like a mix of sweet citrus, fresh soap, and juicy melon, with a subtle undertone of warm glue and dry sawdust."
"['green apple', 'bergamot', 'ginger', 'water lily', 'peony', 'jasmine', 'musk', 'cedar', 'amber']","It smells like juicy green apple and soap at first, then warm glue and dry sawdust."
"['watery notes', 'citruses', 'ice', 'spicy notes', 'australian sandalwood']","It smells like watery notes, followed by citrus peel and soap, with a dry, spicy note that's reminiscent of sawdust and pencil shavings, finishing with a subtle sweetness."
"['african violet', 'parma violet', 'fig leaf', 'peony', 'cassis', 'raspberry', 'orchid', 'cedar', 'vanilla']","It smells like a sweet and tart fruit, with hints of crushed leaves and sawdust."
"['mountain air', 'lemon zest', 'bergamot', 'water lily', 'gardenia', 'jasmine', 'solar notes', 'musk', 'white amber', 'cashmere wood']","It smells like citrus peel, soap, and a hint of sweet caramel at first, then a subtle musk and sawdust."
"['citruses', 'passionfruit', 'vanilla orchid', 'peony', 'pine tree']","It smells like citrus peel and soap at first, then sweet and tart fruit, followed by a hint of glue and dry wood."
"['pear', 'litchi', 'citruses', 'pineapple', 'lily-of-the-valley', 'mimosa', 'magnolia', 'vanilla', 'musk']","It smells like juicy pineapple, sweet litchi, and a hint of citrus at first, then it reveals a subtle musky dryness."
"['green apple', 'water notes', 'lemon', 'wild orchid', 'jasmine', 'magnolia', 'vanilla', 'sandalwood', 'amber']","It smells like juicy green apple and sweet vanilla at first, then warm sandalwood and caramel."
"['pear', 'lemon', 'red berries', 'water lily', 'jasmine', 'violet', 'musk', 'cedar', 'amber']","It smells like sweet citrus and soap at first, then warm rubber and sawdust."
"['lemon', 'lime', 'green apple', 'praline', 'peony', 'datura', 'apple blossom', 'white cedar extract', 'musk']","It smells like citrusy and slightly sweet, with notes of fresh green and a hint of smooth, clean skin."
"['aldehydes', 'pink pepper', 'rose', 'violet', 'peony', 'orange', 'musk', 'woody notes']","It smells like soap, pink pepper, and sawdust, with a hint of orange and woody notes."
"['pink pepper', 'peony', 'litchi', 'musk', 'cedar', 'ambergris']","It smells like a sweet and juicy litchi at first, then a musky skin note emerges, followed by a warm and dry cedarwood scent."
"['water notes', 'kiwi', 'citruses', 'red berries', 'green notes', 'lavender', 'artemisia', 'tarragon', 'nutmeg', 'suede', 'black tea', 'woodsy notes']","It smells like water notes, followed by a blend of juicy kiwi and tart citruses, finishing with a dry, woody scent reminiscent of suede and sawdust."
"['peony', 'ivy', 'mandarin orange', 'cyclamen', 'jasmine', 'lily-of-the-valley', 'driftwood', 'white musk']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['cranberry', 'white tea', 'citruses', 'peony', 'jasmine', 'hedione', 'patchouli', 'white musk']","It smells like citrus peel and soap at first, then wet leaves and glue."
"['water notes', 'citruses', 'pink pepper', 'mountain air', 'edelweiss', 'white violet', 'cedar', 'musk', 'amber']","It smells like citrus peel, soap, and a hint of wet earth at first, with notes of rubber and smoke emerging later, and a dry, woody finish."
"['melon', 'lily-of-the-valley', 'orris']","It smells like sweet melon and soap at first, then it's like someone lit a firecracker and it's a mix of smoky rubber and sawdust."
"['cascalone', 'hedione', 'neroli', 'sicilian bergamot', 'orange blossom', 'jasmine', 'musk', 'balsam fir', 'atlas cedar', 'heliotrope']","It smells like citrus peel, soap, and sweet orange at first, then warm spices and fresh grass, with a subtle hint of damp earth and skin."
"['grass', 'black currant', 'lily-of-the-valley', 'sweet pea', 'apple', 'musk', 'carnation']","It smells like a mix of juicy apple and sweet sugar at first, then a subtle blend of skin and clean laundry, finishing with a hint of crushed leaves and cut grass."
"['ice cream', 'ozonic notes', 'vodka', 'birch', 'fir', 'snowdrops', 'lily-of-the-valley', 'white flowers', 'snow', 'ice', 'linen']","It smells like sweet cream, white flowers, and a hint of fresh snow."
"['lemon', 'aldehydes', 'orange', 'tangerine', 'peony', 'cyclamen', 'rose', 'amber', 'sandalwood']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['wisteria', 'longan berries', 'musk']","It smells like sweet flowers and clean skin at first, then juicy fruit and warm plastic."
"['pear', 'mandarin orange', 'blackberry', 'water notes', 'lily-of-the-valley', 'peony', 'orchid', 'rose', 'jasmine', 'musk']","It smells like a mix of citrusy and sweet notes, with hints of soap and juicy fruit, followed by a dry and earthy undertone."
"['lemon', 'passionfruit', 'blackberry', 'lily-of-the-valley', 'taif rose', 'parma violet', 'palisander rosewood', 'musk', 'patchouli']","It smells like a mix of citrus and soap, with a hint of warm rubber and sweet, toasted wood."
"['litchi', 'mandarin orange', 'raspberry leaf', 'bergamot', 'peony', 'lily-of-the-valley', 'gardenia', 'jasmine sambac', 'accord eudora®', 'sandalwood', 'vanilla', 'musk', 'patchouli']","It smells like a combination of juicy mandarin and sweet litchi, with subtle hints of wet leaves and dry wood."
"['green apple', 'bitter orange', 'neroli', 'cyclamen', 'rosemary', 'thyme', 'cedar', 'tonka bean', 'vanilla']","It smells like green apple and soap at first, then bitter orange and crushed leaves."
"['green apple', 'cassis', 'peony', 'jasmine', 'white musk', 'benzoin']","It smells like a sweet and juicy green apple at first, then a floral soap and crushed leaves, with a subtle hint of warm glue and sawdust."
"['grass', 'lemon', 'wild rose', 'wildflowers', 'pear', 'tonka bean', 'cedar']","It smells like a mix of citrus peel and soap at first, then it becomes sweeter with notes of candy and sugar, finishing with a dry wood and sawdust scent."
"['peony', 'passionfruit', 'ginger', 'violet', 'musk']","It smells like sweet perfume, juicy passionfruit, and warm skin."
"['ice', 'bergamot', 'blue sage', 'cedar needles']","It smells like citrus peel and soap at first, then sawdust and caramel."
"['bergamot', 'melon', 'black currant', 'peony', 'jasmine', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'amber', 'musk']","It smells like citrusy sweetness, followed by a hint of fresh soap and then a warm, woody scent with notes of sawdust and sandalwood."
"['guava', 'peony', 'palm leaf', 'palm tree']","It smells like sweet tropical fruit, with hints of damp soil and dry leaves."
"['pear', 'citruses', 'bergamot', 'ginger', 'tea', 'floral notes', 'rhubarb', 'fennel', 'musk', 'sandalwood']","It smells like ripe pears and citrusy soap at first, then warm ginger and a hint of crushed leaves."
"['lemon', 'green apple', 'violet leaf', 'peony', 'lily-of-the-valley', 'jasmine', 'white musk', 'cedar']","It smells like citrus peel, green apple, and soap at first, then sweet, juicy fruit and crushed leaves."
"['watery notes', 'bergamot', 'peach', 'ivy', 'jasmine', 'bellflower', 'peony', 'white musk', 'moss']","It smells like a combination of citrus peel, soap, and juicy peach, with subtle notes of damp moss and white musk lingering in the background."
"['melon', 'lily-of-the-valley', 'orris root']","It smells like sweet candy and fresh soap at first, then it shifts to a scent reminiscent of juicy watermelon and crushed leaves."
"['mountain air', 'melon', 'jasmine', 'orange blossom', 'vanilla', 'musk', 'sandalwood']","It smells like a combination of juicy melon and orange blossom at first, with a sweet and spicy undertone that settles into a dry wood and sawdust finish."
"['grapefruit blossom', 'green tea', 'pink pepper', 'peony', 'rose', 'lily-of-the-valley', 'vanilla', 'cedar', 'musk']","It smells like juicy grapefruit, sweet soap, and a hint of dry wood."
"['nectarine', 'italian lemon', 'orange blossom', 'peony', 'tonka bean', 'sandalwood', 'musk']","It smells like a combination of juicy nectarine and sweet orange blossom at first, followed by the earthy scent of damp soil and the subtle musk of skin."
"['pear', 'peony', 'violet', 'musk', 'cedar']","It smells like ripe pears and soap at first, then it's like walking through a forest with a hint of clean laundry and dry wood."
"['pear', 'citruses', 'water notes', 'green notes', 'apple', 'pink pepper', 'jasmine', 'tagetes', 'rose', 'violet', 'cedar', 'musk', 'amber', 'whipped cream']","It smells like juicy pear and sweet citrus, with notes of green grass and sawdust, followed by a subtle hint of skin and clean laundry."
"['grass', 'lily-of-the-valley', 'wildflowers', 'woodsy notes', 'musk']","It smells like fresh-cut grass, sweet soap, and a hint of clean laundry."
"['fabric', 'jasmine', 'ambroxan']","It smells like fabric softener and soap, with a subtle hint of glue and sawdust."
"['aldehydes', 'rain notes', 'grass', 'black currant', 'metallic notes', 'rose', 'pink pepper', 'woody notes', 'white musk', 'cedar']","It smells like sweet aldehydes and fresh grass at first, then rose and pink pepper notes emerge, followed by a subtle woody dry down."
"['melon', 'lily-of-the-valley', 'floral notes', 'orris root']","It smells like sweet melon and soap at first, then damp soil and crushed leaves."
"['snow', 'ginger', 'cinnamon', 'jasmine', 'pink peony', 'rose', 'musk', 'amber', 'sandalwood']","It smells like warm ginger and sweet soap at first, then cinnamon and rose, finishing with a smooth blend of skin and dry wood."
"['citruses', 'green notes', 'watery notes', 'mint', 'peony', 'apple', 'rose', 'lily-of-the-valley', 'plum', 'musk', 'woody notes', 'amber']","It smells like citrus peel and sugar, with notes of green tea and a hint of rain."
"['pear', 'passionfruit', 'bergamot', 'peony', 'rose', 'lily-of-the-valley', 'musk', 'vanilla', 'amber']","It smells like ripe passionfruit and sweet vanilla at first, then it warms up to a blend of fresh laundry, skin, and glue."
"['litchi', 'cocktail fruits', 'bergamot', 'peach blossom', 'peony', 'lily of the valley', 'jasmine sambac', 'tiare flower', 'white musk', 'vanilla', 'patchouli', 'sandalwood']","It smells like litchi and juicy fruit at first, then wet leaves and glue, with a dry wood and pencil shavings dry down."
"['calabrian bergamot', 'pepper', 'sichuan pepper', 'lavender', 'pink pepper', 'vetiver', 'patchouli', 'geranium', 'elemi', 'ambroxan', 'cedar', 'labdanum']","It smells like citrus peel, soap, and crushed leaves at first, then warm plastic, smoke, and sawdust."
"['bergamot', 'sichuan pepper', 'lavender', 'star anise', 'nutmeg', 'ambroxan', 'vanilla']","It smells like citrus peel and soap at first, then warm plastic and sawdust."
"['bergamot', 'pepper', 'lavender', 'metallic notes', 'watery notes', 'coal', 'soil tincture', 'ambroxan', 'patchouli']","It smells like citrusy soap and sweet, sticky notes at first, then damp soil and worn leather."
"['violet leaf', 'artemisia', 'mandarin orange', 'white pepper', 'cedar', 'nutmeg', 'white musk', 'tonka bean', 'vetiver']","It smells like a combination of citrus peel and soap at first, followed by notes of sweet orange and a hint of smoky wood, finishing with a dry, earthy tone."
"['lavender', 'apple', 'black pepper', 'coriander', 'tonka bean', 'labdanum']","It smells like a mix of juicy apple and sweet sugar, with a subtle hint of dry sawdust and warm glue."
